구로-1,서울특별시 구로구 경서로 21 고척랜드플러스 102동,126.856803767911,37.4996083698041,서울특별시 구로구 경서로 21 고척랜드플러스 102동 1008호
구로-2,서울특별시 구로구 경인로15나길 65-4 궁동에스하임 제101동,126.835833552988,37.4966225477742,서울특별시 구로구 경인로15나길 65-4 궁동에스하임 제101동 704호/705호
구로-3,서울특별시 구로구 경서로5길 19 동호파크타운 가동,126.857446328664,37.5016959653123,서울특별시 구로구 경서로5길 19 동호파크타운 가동 501호
구로-4,서울특별시 구로구 서해안로34길 22-8 리움하우스,126.849464289637,37.4944849562537,서울특별시 구로구 서해안로34길 22-8 리움하우스 404호
구로-5,서울특별시 구로구 고척로16길 53-2 리치빌 102동,126.844249223925,37.4982902614255,서울특별시 구로구 고척로16길 53-2 리치빌 102동 203호
구로-6,서울특별시 구로구 개봉로15길 10-29 모던빌,126.855458336862,37.4900503895607,서울특별시 구로구 개봉로15길 10-29 모던빌 302호
구로-7,서울특별시 구로구 오리로21길 44 블레스빌 나동,126.826656748141,37.4983863117225,서울특별시 구로구 오리로21길 44 블레스빌 나동 501호
구로-8,서울특별시 구로구 개봉로17바길 39,126.851260552835,37.492961377297,서울특별시 구로구 개봉로17바길 39 304호
구로-9,서울특별시 구로구 개봉로17바길 21,126.851356793216,37.4921003164371,서울특별시 구로구 개봉로17바길 21 203호
구로-10,서울특별시 구로구 오리로22나길 30 어스빌리지 101동,126.830904287397,37.5007480558579,서울특별시 구로구 오리로22나길 30 어스빌리지 101동 602호
구로-11,서울특별시 구로구 경인로33가길 25 에이스빌,126.853432121974,37.4984575250062,서울특별시 구로구 경인로33가길 25 에이스빌 305호
구로-12,서울특별시 구로구 고척로27길 61,126.846169272375,37.5046010740494,서울특별시 구로구 고척로27길 61 401호
구로-13,서울특별시 구로구 서해안로 2205 포레스토힐 제105동,126.831827452942,37.486977045732,서울특별시 구로구 서해안로 2205 포레스토힐 제105동 301호
구로-14,서울특별시 구로구 고척로21가길 20-5,126.844637488582,37.5022568174516,서울특별시 구로구 고척로21가길 20-5 501호
구로-15,서울특별시 구로구 오리로21가길 11,126.827148762968,37.4990848612155,서울특별시 구로구 오리로21가길 11 503호/302호
구로-16,서울특별시 구로구 부일로17길 78,126.831827211622,37.495557780268,서울특별시 구로구 부일로17길 78 403호
구로-17,서울특별시 구로구 부일로13길 62,126.831797278127,37.4957949724721,서울특별시 구로구 부일로13길 62 501호/502호